vehicle_id,battery_level,city,latitude,longitude,weekday,temp,timestamp,point_in_time,Peak_hour,battery_capacity
37,91,Austin,30.26666833,-97.741875,0,21,58:52.1,1,1,180
38,94,Austin,30.267931,-97.742094,0,21,58:52.1,1,1,180
39,96,Austin,30.26668,-97.74182167,0,21,58:52.1,1,1,180
40,74,Austin,30.266405,-97.74199667,0,21,58:52.1,1,1,180
41,93,Austin,30.26672,-97.74176833,0,21,58:52.1,1,1,180
42,88,Austin,30.26713167,-97.74446833,0,21,58:52.1,1,1,180
43,52,Austin,30.26594667,-97.74356833,0,21,58:52.1,1,1,180
44,60,Austin,30.26724,-97.74157667,0,21,58:52.1,1,1,180
45,54,Austin,30.26730667,-97.741555,0,21,58:52.1,1,1,180
46,63,Austin,30.267735,-97.7417,0,21,58:52.1,1,1,180
47,51,Austin,30.26743667,-97.74154667,0,21,58:52.1,1,1,180
48,69,Austin,30.2666,-97.74162333,0,21,58:52.1,1,1,180
49,92,Austin,30.26583333,-97.74346167,0,21,58:52.1,1,1,180
50,90,Austin,30.26833333,-97.74384333,0,21,58:52.1,1,1,180
51,28,Austin,30.26763333,-97.74157,0,21,58:52.1,1,1,180
52,72,Austin,30.267475,-97.74460667,0,21,58:52.1,1,1,180
53,87,Austin,30.26582833,-97.74353,0,21,58:52.1,1,1,180
54,100,Austin,30.265864,-97.743651,0,21,58:52.1,1,1,180
55,76,Austin,30.26596667,-97.74221,0,21,58:52.1,1,1,180
56,74,Austin,30.26583333,-97.74359167,0,21,58:52.1,1,1,180
57,78,Austin,30.26601,-97.74208833,0,21,58:52.1,1,1,180
58,96,Austin,30.26593,-97.74220333,0,21,58:52.1,1,1,180
59,97,Austin,30.26593167,-97.74215,0,21,58:52.1,1,1,180
60,94,Austin,30.26578,-97.74362167,0,21,58:52.1,1,1,180
61,94,Austin,30.26576667,-97.74359167,0,21,58:52.1,1,1,180
62,94,Austin,30.26595,-97.74207333,0,21,58:52.1,1,1,180
63,94,Austin,30.26576,-97.74376667,0,21,58:52.1,1,1,180
64,100,Austin,30.265792,-97.743957,0,21,58:52.1,1,1,180
65,96,Austin,30.265675,-97.74366833,0,21,58:52.1,1,1,180
66,75,Austin,30.265665,-97.74374333,0,21,58:52.1,1,1,180
67,49,Austin,30.26662333,-97.741295,0,21,58:52.1,1,1,180
68,48,Austin,30.26611667,-97.74162333,0,21,58:52.1,1,1,180
69,60,Austin,30.26634,-97.74468167,0,21,58:52.1,1,1,180
70,100,Austin,30.265776,-97.744117,0,21,58:52.1,1,1,180
71,81,Austin,30.26558167,-97.74382,0,21,58:52.1,1,1,180
72,43,Austin,30.26686333,-97.74106667,0,21,58:52.1,1,1,180
73,100,Austin,30.266643,-97.741107,0,21,58:52.1,1,1,180
74,63,Austin,30.267539,-97.741069,0,21,58:52.1,1,1,180
75,97,Austin,30.265657,-97.744247,0,21,58:52.1,1,1,180
76,93,Austin,30.2674,-97.74095167,0,21,58:52.1,1,1,180
77,92,Austin,30.26828,-97.74136333,0,21,58:52.1,1,1,180
78,100,Austin,30.266665,-97.740982,0,21,58:52.1,1,1,180
79,83,Austin,30.265304,-97.743731,0,21,58:52.1,1,1,180
80,55,Austin,30.26740667,-97.74083667,0,21,58:52.1,1,1,180
81,91,Austin,30.26749167,-97.740845,0,21,58:52.1,1,1,180
82,48,Austin,30.26604302,-97.74494127,0,21,58:52.1,1,1,180
83,54,Austin,30.26898,-97.74221,0,21,58:52.1,1,1,180
84,100,Austin,30.266524,-97.740892,0,21,58:52.1,1,1,180
85,43,Austin,30.26528,-97.74394167,0,21,58:52.1,1,1,180
86,100,Austin,30.266163,-97.74102,0,21,58:52.1,1,1,180
87,60,Austin,30.265135,-97.74341,0,21,58:52.1,1,1,180
88,79,Austin,30.265166,-97.743648,0,21,58:52.1,1,1,180
89,58,Austin,30.26838167,-97.74495667,0,21,58:52.1,1,1,180
90,36,Austin,30.26918,-97.74247667,0,21,58:52.1,1,1,180
91,79,Austin,30.26513167,-97.74372167,0,21,58:52.1,1,1,180
92,51,Austin,30.26851,-97.74491167,0,21,58:52.1,1,1,180
93,62,Austin,30.265942,-97.741063,0,21,58:52.1,1,1,180
94,82,Austin,30.268665,-97.74134833,0,21,58:52.1,1,1,180
95,100,Austin,30.26519598,-97.74405529,0,21,58:52.1,1,1,180
96,97,Austin,30.26652167,-97.74067667,0,21,58:52.1,1,1,180
97,92,Austin,30.26555333,-97.74137833,0,21,58:52.1,1,1,180
98,94,Austin,30.26637,-97.740715,0,21,58:52.1,1,1,180
99,100,Austin,30.265573,-97.744815,0,21,58:52.1,1,1,180
100,85,Austin,30.26640667,-97.74067667,0,21,58:52.1,1,1,180
101,90,Austin,30.26865167,-97.74118833,0,21,58:52.1,1,1,180
102,89,Austin,30.26502833,-97.74379667,0,21,58:52.1,1,1,180
103,97,Austin,30.26553,-97.74131,0,21,58:52.1,1,1,180
104,96,Austin,30.265505,-97.74134,0,21,58:52.1,1,1,180
105,94,Austin,30.26510667,-97.74408,0,21,58:52.1,1,1,180
106,94,Austin,30.26653833,-97.74056167,0,21,58:52.1,1,1,180
107,85,Austin,30.265155,-97.74424667,0,21,58:52.1,1,1,180
108,90,Austin,30.26493333,-97.743485,0,21,58:52.1,1,1,180
109,98,Austin,30.26504833,-97.74398,0,21,58:52.1,1,1,180
110,100,Austin,30.26518,-97.744322,0,21,58:52.1,1,1,180
111,54,Austin,30.26498,-97.742355,0,21,58:52.1,1,1,180
112,83,Austin,30.269322,-97.742362,0,21,58:52.1,1,1,180
113,67,Austin,30.26492833,-97.74259167,0,21,58:52.1,1,1,180
114,65,Austin,30.26492,-97.74260667,0,21,58:52.1,1,1,180
115,72,Austin,30.264895,-97.742615,0,21,58:52.1,1,1,180
116,69,Austin,30.26488,-97.74271333,0,21,58:52.1,1,1,180
117,71,Austin,30.26489667,-97.74255333,0,21,58:52.1,1,1,180
118,73,Austin,30.26488833,-97.74259167,0,21,58:52.1,1,1,180
119,92,Austin,30.26489833,-97.74360667,0,21,58:52.1,1,1,180
120,85,Austin,30.26555609,-97.74113851,0,21,58:52.1,1,1,180
121,93,Austin,30.26593,-97.74079833,0,21,58:52.1,1,1,180
122,96,Austin,30.264935,-97.74379667,0,21,58:52.1,1,1,180
123,57,Austin,30.26596667,-97.74076833,0,21,58:52.1,1,1,180
124,56,Austin,30.266519,-97.740489,0,21,58:52.1,1,1,180
125,72,Austin,30.264837,-97.742805,0,21,58:52.1,1,1,180
126,92,Austin,30.26486167,-97.74249333,0,21,58:52.1,1,1,180
127,100,Austin,30.265058,-97.744291,0,21,58:52.1,1,1,180
128,96,Austin,30.26494833,-97.74400333,0,21,58:52.1,1,1,180
129,43,Austin,30.26862,-97.74518667,0,21,58:52.1,1,1,180
130,94,Austin,30.26482833,-97.74260667,0,21,58:52.1,1,1,180
131,94,Austin,30.26503,-97.744285,0,21,58:52.1,1,1,180
132,54,Austin,30.266725,-97.745764,0,21,58:52.1,1,1,180
133,90,Austin,30.264825,-97.7425,0,21,58:52.1,1,1,180
134,89,Austin,30.26480167,-97.74262167,0,21,58:52.1,1,1,180
135,72,Austin,30.269374,-97.744059,0,21,58:52.1,1,1,180
136,93,Austin,30.266239,-97.740489,0,21,58:52.1,1,1,180
137,60,Austin,30.264905,-97.744049,0,21,58:52.1,1,1,180
138,64,Austin,30.26732833,-97.74028,0,21,58:52.1,1,1,180
139,96,Austin,30.264775,-97.742485,0,21,58:52.1,1,1,180
140,100,Austin,30.264915,-97.744395,0,21,58:52.1,1,1,180
141,100,Austin,30.264656,-97.742583,0,21,58:52.1,1,1,180
142,67,Austin,30.264603,-97.742729,0,21,58:52.1,1,1,180
143,79,Austin,30.26550667,-97.74067,0,21,58:52.1,1,1,180
144,72,Austin,30.26574333,-97.74565833,0,21,58:52.1,1,1,180
145,89,Austin,30.266755,-97.739999,0,21,58:52.1,1,1,180
146,47,Austin,30.26793333,-97.74008167,0,21,58:52.1,1,1,180
147,48,Austin,30.268981,-97.740761,0,21,58:52.1,1,1,180
148,71,Austin,30.26986833,-97.74297333,0,21,58:52.1,1,1,180
149,56,Austin,30.267175,-97.73988333,0,21,58:52.1,1,1,180
150,76,Austin,30.265429,-97.740573,0,21,58:52.1,1,1,180
151,46,Austin,30.269815,-97.74214167,0,21,58:52.1,1,1,180
152,73,Austin,30.26998167,-97.74301833,0,21,58:52.1,1,1,180
153,43,Austin,30.264685,-97.744675,0,21,58:52.1,1,1,180
154,98,Austin,30.2647559,-97.7412773,0,21,58:52.1,1,1,180
155,96,Austin,30.2647559,-97.7412773,0,21,58:52.1,1,1,180
156,93,Austin,30.266085,-97.73999,0,21,58:52.1,1,1,180
157,88,Austin,30.2644479,-97.74418059,0,21,58:52.1,1,1,180
158,44,Austin,30.269893,-97.742008,0,21,58:52.1,1,1,180
159,94,Austin,30.266215,-97.73989167,0,21,58:52.1,1,1,180
160,88,Austin,30.266185,-97.73989833,0,21,58:52.1,1,1,180
161,72,Austin,30.269085,-97.745559,0,21,58:52.1,1,1,180
162,89,Austin,30.26622333,-97.73986833,0,21,58:52.1,1,1,180
163,100,Austin,30.26622,-97.739865,0,21,58:52.1,1,1,180
164,100,Austin,30.265962,-97.746159,0,21,58:52.1,1,1,180
165,57,Austin,30.26443667,-97.744355,0,21,58:52.1,1,1,180
166,40,Austin,30.27001167,-97.742195,0,21,58:52.1,1,1,180
167,100,Austin,30.266093,-97.739841,0,21,58:52.1,1,1,180
168,88,Austin,30.26607667,-97.746285,0,21,58:52.1,1,1,180
169,63,Austin,30.27005,-97.742165,0,21,58:52.1,1,1,180
170,53,Austin,30.264398,-97.74163,0,21,58:52.1,1,1,180
171,63,Austin,30.264416,-97.741564,0,21,58:52.1,1,1,180
172,81,Austin,30.26443833,-97.741485,0,21,58:52.1,1,1,180
173,92,Austin,30.26610833,-97.74636833,0,21,58:52.1,1,1,180
174,82,Austin,30.266547,-97.739565,0,21,58:52.1,1,1,180
175,71,Austin,30.266612,-97.739547,0,21,58:52.1,1,1,180
176,66,Austin,30.2679365,-97.73959231,0,21,58:52.1,1,1,180
177,97,Austin,30.266563,-97.739534,0,21,58:52.1,1,1,180
178,58,Austin,30.26634667,-97.73957,0,21,58:52.1,1,1,180
179,91,Austin,30.264171,-97.744144,0,21,58:52.1,1,1,180
180,63,Austin,30.26646833,-97.739525,0,21,58:52.1,1,1,180
181,89,Austin,30.264016,-97.743025,0,21,58:52.1,1,1,180
182,65,Austin,30.26695856,-97.73943169,0,21,58:52.1,1,1,180
183,92,Austin,30.264309,-97.74149,0,21,58:52.1,1,1,180
184,97,Austin,30.26598667,-97.74645167,0,21,58:52.1,1,1,180
185,91,Austin,30.26414208,-97.7418778,0,21,58:52.1,1,1,180
186,94,Austin,30.26591833,-97.74646,0,21,58:52.1,1,1,180
187,65,Austin,30.26608833,-97.739555,0,21,58:52.1,1,1,180
188,91,Austin,30.26572833,-97.74639167,0,21,58:52.1,1,1,180
189,96,Austin,30.26601,-97.74653667,0,21,58:52.1,1,1,180
190,61,Austin,30.264114,-97.744291,0,21,58:52.1,1,1,180
191,84,Austin,30.264494,-97.745176,0,21,58:52.1,1,1,180
192,74,Austin,30.264364,-97.744957,0,21,58:52.1,1,1,180
193,56,Austin,30.27037667,-97.74359833,0,21,58:52.1,1,1,180
194,100,Austin,30.26484,-97.740344,0,21,58:52.1,1,1,180
195,66,Austin,30.270359,-97.742198,0,21,58:52.1,1,1,180
196,89,Austin,30.26412167,-97.741555,0,21,58:52.1,1,1,180
197,94,Austin,30.26443833,-97.74082167,0,21,58:52.1,1,1,180
198,94,Austin,30.264421,-97.740816,0,21,58:52.1,1,1,180
199,29,Austin,30.26790167,-97.74684167,0,21,58:52.1,1,1,180
200,64,Austin,30.26398833,-97.74436167,0,21,58:52.1,1,1,180
201,89,Austin,30.264133,-97.741338,0,21,58:52.1,1,1,180
202,69,Austin,30.267443,-97.739172,0,21,58:52.1,1,1,180
203,82,Austin,30.263792,-97.743575,0,21,58:52.1,1,1,180
204,70,Austin,30.26382333,-97.74387333,0,21,58:52.1,1,1,180
205,93,Austin,30.264365,-97.74079833,0,21,58:52.1,1,1,180
206,92,Austin,30.264385,-97.74072333,0,21,58:52.1,1,1,180
207,85,Austin,30.26939,-97.74003667,0,21,58:52.1,1,1,180
208,97,Austin,30.26534667,-97.74646833,0,21,58:52.1,1,1,180
209,92,Austin,30.26426,-97.740815,0,21,58:52.1,1,1,180
210,51,Austin,30.26756833,-97.74706333,0,21,58:52.1,1,1,180
211,70,Austin,30.26391833,-97.744575,0,21,58:52.1,1,1,180
212,97,Austin,30.263809,-97.744296,0,21,58:52.1,1,1,180
213,42,Austin,30.263991,-97.744961,0,21,58:52.1,1,1,180
214,82,Austin,30.263961,-97.744895,0,21,58:52.1,1,1,180
215,55,Austin,30.26361,-97.742496,0,21,58:52.1,1,1,180
216,67,Austin,30.270284,-97.741063,0,21,58:52.1,1,1,180
217,74,Austin,30.27060333,-97.74195167,0,21,58:52.1,1,1,180
218,99,Austin,30.26358896,-97.74352965,0,21,58:52.1,1,1,180
219,54,Austin,30.27061833,-97.74195833,0,21,58:52.1,1,1,180
220,72,Austin,30.270655,-97.74209667,0,21,58:52.1,1,1,180
221,43,Austin,30.27063,-97.74192,0,21,58:52.1,1,1,180
222,84,Austin,30.27065333,-97.74199667,0,21,58:52.1,1,1,180
223,88,Austin,30.2638098,-97.7448218,0,21,58:52.1,1,1,180
224,69,Austin,30.26369167,-97.74459,0,21,58:52.1,1,1,180
225,54,Austin,30.269966,-97.740269,0,21,58:52.1,1,1,180
226,60,Austin,30.27075,-97.74182167,0,21,58:52.1,1,1,180
227,93,Austin,30.26617833,-97.74726167,0,21,58:52.1,1,1,180
228,48,Austin,30.26347333,-97.74414,0,21,58:52.1,1,1,180
229,51,Austin,30.27013,-97.745865,0,21,58:52.1,1,1,180
230,98,Austin,30.263318,-97.743421,0,21,58:52.1,1,1,180
231,97,Austin,30.26351,-97.744537,0,21,58:52.1,1,1,180
232,49,Austin,30.26621,-97.73872333,0,21,58:52.1,1,1,180
233,55,Austin,30.26626833,-97.73870167,0,21,58:52.1,1,1,180
234,82,Austin,30.26353333,-97.74140167,0,21,58:52.1,1,1,180
235,98,Austin,30.26582667,-97.7473,0,21,58:52.1,1,1,180
236,43,Austin,30.265925,-97.73876167,0,21,58:52.1,1,1,180
237,99,Austin,30.26335333,-97.74417833,0,21,58:52.1,1,1,180
238,60,Austin,30.266042,-97.738704,0,21,58:52.1,1,1,180
239,94,Austin,30.26588667,-97.74738333,0,21,58:52.1,1,1,180
240,43,Austin,30.270812,-97.74133,0,21,58:52.1,1,1,180
241,71,Austin,30.27094833,-97.741775,0,21,58:52.1,1,1,180
242,46,Austin,30.26671833,-97.73850333,0,21,58:52.1,1,1,180
243,76,Austin,30.26319167,-97.74344667,0,21,58:52.1,1,1,180
244,65,Austin,30.27096,-97.741745,0,21,58:52.1,1,1,180
245,60,Austin,30.265969,-97.738662,0,21,58:52.1,1,1,180
246,99,Austin,30.265065,-97.739135,0,21,58:52.1,1,1,180
247,96,Austin,30.26589167,-97.74746,0,21,58:52.1,1,1,180
248,76,Austin,30.26664167,-97.73844167,0,21,58:52.1,1,1,180
249,99,Austin,30.26583667,-97.747475,0,21,58:52.1,1,1,180
250,90,Austin,30.270524,-97.745645,0,21,58:52.1,1,1,180
251,64,Austin,30.266925,-97.74314833,4,26,42:05.3,2,1,180
252,87,Austin,30.26696833,-97.74324,4,26,42:05.3,2,1,180
253,71,Austin,30.26674667,-97.74254667,4,26,42:05.3,2,1,180
254,26,Austin,30.26656333,-97.743255,4,26,42:05.3,2,1,180
255,30,Austin,30.26661333,-97.74253,4,26,42:05.3,2,1,180
256,53,Austin,30.267916,-97.7428671,4,26,42:05.3,2,1,180
257,96,Austin,30.26676333,-97.74201167,4,26,42:05.3,2,1,180
258,62,Austin,30.267799,-97.742105,4,26,42:05.3,2,1,180
259,38,Austin,30.26640667,-97.74392,4,26,42:05.3,2,1,180
260,67,Austin,30.267934,-97.742191,4,26,42:05.3,2,1,180
261,61,Austin,30.26786,-97.74205833,4,26,42:05.3,2,1,180
262,75,Austin,30.26655833,-97.74195167,4,26,42:05.3,2,1,180
263,45,Austin,30.26659167,-97.74189,4,26,42:05.3,2,1,180
264,38,Austin,30.26771,-97.741839,4,26,42:05.3,2,1,180
265,82,Austin,30.26658833,-97.74181333,4,26,42:05.3,2,1,180
266,78,Austin,30.26842,-97.74336167,4,26,42:05.3,2,1,180
267,89,Austin,30.26756333,-97.74163,4,26,42:05.3,2,1,180
268,85,Austin,30.26850667,-97.74333167,4,26,42:05.3,2,1,180
269,34,Austin,30.26741167,-97.74147833,4,26,42:05.3,2,1,180
270,18,Austin,30.26766,-97.74150167,4,26,42:05.3,2,1,180
271,57,Austin,30.266186,-97.744299,4,26,42:05.3,2,1,180
272,92,Austin,30.26595667,-97.74205833,4,26,42:05.3,2,1,180
273,80,Austin,30.265955,-97.74205,4,26,42:05.3,2,1,180
274,100,Austin,30.26595833,-97.742035,4,26,42:05.3,2,1,180
275,98,Austin,30.26596667,-97.74199667,4,26,42:05.3,2,1,180
276,34,Austin,30.26770833,-97.74143167,4,26,42:05.3,2,1,180
277,97,Austin,30.26598333,-97.741935,4,26,42:05.3,2,1,180
278,96,Austin,30.26589667,-97.74205,4,26,42:05.3,2,1,180
279,99,Austin,30.2659,-97.74202667,4,26,42:05.3,2,1,180
280,37,Austin,30.265671,-97.743629,4,26,42:05.3,2,1,180
281,44,Austin,30.26762833,-97.74131833,4,26,42:05.3,2,1,180
282,46,Austin,30.26873,-97.74305667,4,26,42:05.3,2,1,180
283,70,Austin,30.267755,-97.741325,4,26,42:05.3,2,1,180
284,49,Austin,30.26773667,-97.74131,4,26,42:05.3,2,1,180
285,73,Austin,30.26877333,-97.742325,4,26,42:05.3,2,1,180
286,39,Austin,30.267537,-97.74103,4,26,42:05.3,2,1,180
287,55,Austin,30.26847667,-97.7445,4,26,42:05.3,2,1,180
288,61,Austin,30.26628667,-97.744995,4,26,42:05.3,2,1,180
289,91,Austin,30.268976,-97.743594,4,26,42:05.3,2,1,180
290,45,Austin,30.26856833,-97.7445,4,26,42:05.3,2,1,180
291,71,Austin,30.267352,-97.74087,4,26,42:05.3,2,1,180
292,47,Austin,30.26751833,-97.74089,4,26,42:05.3,2,1,180
293,70,Austin,30.26854,-97.74461333,4,26,42:05.3,2,1,180
294,57,Austin,30.266095,-97.74495,4,26,42:05.3,2,1,180
295,76,Austin,30.26848,-97.744705,4,26,42:05.3,2,1,180
296,42,Austin,30.2685,-97.74469,4,26,42:05.3,2,1,180
297,58,Austin,30.26834333,-97.74117333,4,26,42:05.3,2,1,180
298,48,Austin,30.2675,-97.74075333,4,26,42:05.3,2,1,180
299,33,Austin,30.26708667,-97.740715,4,26,42:05.3,2,1,180
300,65,Austin,30.26512333,-97.74334667,4,26,42:05.3,2,1,180
301,51,Austin,30.26512333,-97.7426,4,26,42:05.3,2,1,180
302,78,Austin,30.265185,-97.74385833,4,26,42:05.3,2,1,180
303,26,Austin,30.26519167,-97.74388833,4,26,42:05.3,2,1,180
304,65,Austin,30.26862833,-97.741325,4,26,42:05.3,2,1,180
305,94,Austin,30.269221,-97.742613,4,26,42:05.3,2,1,180
306,81,Austin,30.26631,-97.74082167,4,26,42:05.3,2,1,180
307,88,Austin,30.265509,-97.744597,4,26,42:05.3,2,1,180
308,73,Austin,30.26523333,-97.74411833,4,26,42:05.3,2,1,180
309,87,Austin,30.26505667,-97.74357667,4,26,42:05.3,2,1,180
310,71,Austin,30.266717,-97.745505,4,26,42:05.3,2,1,180
311,72,Austin,30.26630833,-97.74073833,4,26,42:05.3,2,1,180
312,33,Austin,30.26796,-97.7454,4,26,42:05.3,2,1,180
313,87,Austin,30.26548167,-97.744735,4,26,42:05.3,2,1,180
314,79,Austin,30.266192,-97.740754,4,26,42:05.3,2,1,180
315,83,Austin,30.26637333,-97.74066167,4,26,42:05.3,2,1,180
316,82,Austin,30.26643,-97.740585,4,26,42:05.3,2,1,180
317,44,Austin,30.265985,-97.740792,4,26,42:05.3,2,1,180
318,72,Austin,30.26739667,-97.74569667,4,26,42:05.3,2,1,180
319,89,Austin,30.26554667,-97.744965,4,26,42:05.3,2,1,180
320,96,Austin,30.267377,-97.745718,4,26,42:05.3,2,1,180
321,63,Austin,30.266109,-97.740669,4,26,42:05.3,2,1,180
322,73,Austin,30.26738333,-97.74575833,4,26,42:05.3,2,1,180
323,85,Austin,30.26741667,-97.74575833,4,26,42:05.3,2,1,180
324,72,Austin,30.267425,-97.74579667,4,26,42:05.3,2,1,180
325,26,Austin,30.26616667,-97.74559,4,26,42:05.3,2,1,180
326,92,Austin,30.26553667,-97.74521667,4,26,42:05.3,2,1,180
327,80,Austin,30.264768,-97.743893,4,26,42:05.3,2,1,180
328,81,Austin,30.26479667,-97.74197333,4,26,42:05.3,2,1,180
329,39,Austin,30.26628333,-97.74582667,4,26,42:05.3,2,1,180
330,58,Austin,30.26715833,-97.74606333,4,26,42:05.3,2,1,180
331,71,Austin,30.26590437,-97.74574438,4,26,42:05.3,2,1,180
332,81,Austin,30.268825,-97.74552167,4,26,42:05.3,2,1,180
333,20,Austin,30.26442833,-97.74224833,4,26,42:05.3,2,1,180
334,70,Austin,30.26722333,-97.7398,4,26,42:05.3,2,1,180
335,74,Austin,30.264656,-97.74145,4,26,42:05.3,2,1,180
336,100,Austin,30.26623,-97.73990667,4,26,42:05.3,2,1,180
337,100,Austin,30.26620167,-97.73991333,4,26,42:05.3,2,1,180
338,100,Austin,30.26613667,-97.73993667,4,26,42:05.3,2,1,180
339,67,Austin,30.26468167,-97.741325,4,26,42:05.3,2,1,180
340,57,Austin,30.264536,-97.744589,4,26,42:05.3,2,1,180
341,71,Austin,30.26451167,-97.741585,4,26,42:05.3,2,1,180
342,74,Austin,30.26458167,-97.741425,4,26,42:05.3,2,1,180
343,92,Austin,30.26469667,-97.74118833,4,26,42:05.3,2,1,180
344,73,Austin,30.26455833,-97.741455,4,26,42:05.3,2,1,180
345,33,Austin,30.264462,-97.741669,4,26,42:05.3,2,1,180
346,66,Austin,30.26422,-97.74345333,4,26,42:05.3,2,1,180
347,83,Austin,30.264562,-97.74141,4,26,42:05.3,2,1,180
348,98,Austin,30.26463167,-97.74124167,4,26,42:05.3,2,1,180
349,21,Austin,30.26854,-97.740021,4,26,42:05.3,2,1,180
350,71,Austin,30.26439667,-97.74439167,4,26,42:05.3,2,1,180
351,29,Austin,30.26695667,-97.73960833,4,26,42:05.3,2,1,180
352,62,Austin,30.2644,-97.744445,4,26,42:05.3,2,1,180
353,100,Austin,30.264465,-97.74150833,4,26,42:05.3,2,1,180
354,92,Austin,30.26446333,-97.74150833,4,26,42:05.3,2,1,180
355,42,Austin,30.270094,-97.742287,4,26,42:05.3,2,1,180
356,76,Austin,30.264335,-97.74432333,4,26,42:05.3,2,1,180
357,56,Austin,30.26459167,-97.74111167,4,26,42:05.3,2,1,180
358,97,Austin,30.26633333,-97.73963167,4,26,42:05.3,2,1,180
359,35,Austin,30.26577,-97.74627,4,26,42:05.3,2,1,180
360,100,Austin,30.26428,-97.741644,4,26,42:05.3,2,1,180
361,100,Austin,30.26631,-97.73957833,4,26,42:05.3,2,1,180
362,80,Austin,30.264122,-97.74398,4,26,42:05.3,2,1,180
363,37,Austin,30.26402833,-97.74272167,4,26,42:05.3,2,1,180
364,100,Austin,30.266285,-97.739564,4,26,42:05.3,2,1,180
365,45,Austin,30.26697333,-97.739425,4,26,42:05.3,2,1,180
366,97,Austin,30.264024,-97.743911,4,26,42:05.3,2,1,180
367,64,Austin,30.263904,-97.743101,4,26,42:05.3,2,1,180
368,97,Austin,30.26444,-97.74082167,4,26,42:05.3,2,1,180
369,49,Austin,30.2639,-97.743965,4,26,42:05.3,2,1,180
370,39,Austin,30.27044833,-97.74226333,4,26,42:05.3,2,1,180
371,98,Austin,30.26436833,-97.74083667,4,26,42:05.3,2,1,180
372,82,Austin,30.26435333,-97.74085167,4,26,42:05.3,2,1,180
373,66,Austin,30.270472,-97.742284,4,26,42:05.3,2,1,180
374,100,Austin,30.264314,-97.740896,4,26,42:05.3,2,1,180
375,17,Austin,30.26806333,-97.74684833,4,26,42:05.3,2,1,180
376,87,Austin,30.26372833,-97.74324833,4,26,42:05.3,2,1,180
377,89,Austin,30.265918,-97.746864,4,26,42:05.3,2,1,180
378,58,Austin,30.26505833,-97.74636833,4,26,42:05.3,2,1,180
379,34,Austin,30.270424,-97.74471,4,26,42:05.3,2,1,180
380,49,Austin,30.26618881,-97.74704936,4,26,42:05.3,2,1,180
381,55,Austin,30.270115,-97.74065333,4,26,42:05.3,2,1,180
382,79,Austin,30.269905,-97.740302,4,26,42:05.3,2,1,180
383,71,Austin,30.267462,-97.747269,4,26,42:05.3,2,1,180
384,47,Austin,30.26389167,-97.74501833,4,26,42:05.3,2,1,180
385,60,Austin,30.26494333,-97.74652833,4,26,42:05.3,2,1,180
386,33,Austin,30.27075833,-97.74180667,4,26,42:05.3,2,1,180
